epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
125,24732.4,0.27175,0.48733,0.19291,0.81508,0.78069,0.83634,0.642,0.31032,0.54931,0.32808,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,25013.2,0.24092,0.46732,0.18095,0.81516,0.78086,0.8363,0.64165,0.30983,0.55053,0.32723,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,25293.2,0.2397,0.45985,0.17822,0.81479,0.78226,0.83678,0.64242,0.31042,0.54938,0.32782,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,25573.8,0.23717,0.45668,0.1778,0.81556,0.78205,0.8368,0.64229,0.31029,0.54932,0.32777,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,25854,0.23509,0.45492,0.17675,0.81252,0.78306,0.83626,0.6423,0.31049,0.54914,0.32838,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,26134.3,0.23307,0.45117,0.17412,0.81465,0.78304,0.836,0.64218,0.31049,0.54921,0.3285,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,26414.1,0.23208,0.44428,0.17334,0.81253,0.78293,0.83576,0.6423,0.31043,0.54973,0.32828,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,26694.5,0.23038,0.44383,0.1716,0.8141,0.7824,0.83593,0.64237,0.30997,0.55069,0.32795,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,26974.2,0.23148,0.43852,0.17227,0.81566,0.78073,0.83551,0.64218,0.30986,0.55083,0.32803,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,27254.1,0.22875,0.43784,0.16975,0.81525,0.78015,0.83528,0.64222,0.30998,0.55172,0.32804,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,27535,0.22589,0.43206,0.16933,0.81413,0.78087,0.83526,0.64221,0.3103,0.55043,0.32919,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
